algorithm,error_rate,runtime_sec,K,S,H,T,requested_traj_per_user,n_traj_per_user,n_effective_transitions_per_user,repeat,run_seed
mdpmix_original_em_th1e-06,0.6666666666666667,0.22033798694610596,10,100,50,750,75,75,3750,26,52502
mdpmix_original_clust_th5e-06,0.6799999999999999,8.860648455098271,10,100,50,750,75,75,3750,26,52502
mdpmix_original_em_th5e-06,0.44399999999999995,0.36121973395347595,10,100,50,750,75,75,3750,26,52502
mdpmix_original_clust_th1e-05,0.626,8.649122536182404,10,100,50,750,75,75,3750,26,52502
mdpmix_original_em_th1e-05,0.504,0.20744761265814304,10,100,50,750,75,75,3750,26,52502
ours_stage1,0.30533333333333335,187.2819484733045,10,100,50,750,75,75,3750,27,52503
ours_stage1plus2_em10,0.29600000000000004,2.4715064223855734,10,100,50,750,75,75,3750,27,52503
mdpmix_original_clust_th1e-06,0.86,7.754572477191687,10,100,50,750,75,75,3750,27,52503
mdpmix_original_em_th1e-06,0.7826666666666666,0.41525178402662277,10,100,50,750,75,75,3750,27,52503
mdpmix_original_clust_th5e-06,0.654,5.69196711666882,10,100,50,750,75,75,3750,27,52503
mdpmix_original_em_th5e-06,0.43866666666666665,0.3665055613964796,10,100,50,750,75,75,3750,27,52503
mdpmix_original_clust_th1e-05,0.638,5.861663343384862,10,100,50,750,75,75,3750,27,52503
mdpmix_original_em_th1e-05,0.45733333333333337,0.31553133204579353,10,100,50,750,75,75,3750,27,52503
ours_stage1,0.18933333333333335,347.43530390411615,10,100,50,750,75,75,3750,28,52504
ours_stage1plus2_em10,0.18266666666666664,1.2249733079224825,10,100,50,750,75,75,3750,28,52504
mdpmix_original_clust_th1e-06,0.846,9.34776015020907,10,100,50,750,75,75,3750,28,52504
mdpmix_original_em_th1e-06,0.5586666666666666,0.28721681609749794,10,100,50,750,75,75,3750,28,52504
mdpmix_original_clust_th5e-06,0.688,8.071912977844477,10,100,50,750,75,75,3750,28,52504
mdpmix_original_em_th5e-06,0.45733333333333337,0.2995487339794636,10,100,50,750,75,75,3750,28,52504
mdpmix_original_clust_th1e-05,0.696,5.180594762787223,10,100,50,750,75,75,3750,28,52504
mdpmix_original_em_th1e-05,0.5426666666666666,0.11933551542460918,10,100,50,750,75,75,3750,28,52504
ours_stage1,0.2746666666666666,307.2250582110137,10,100,50,750,75,75,3750,29,52505
ours_stage1plus2_em10,0.2666666666666667,1.0495324824005365,10,100,50,750,75,75,3750,29,52505
mdpmix_original_clust_th1e-06,0.794,9.411158431321383,10,100,50,750,75,75,3750,29,52505
mdpmix_original_em_th1e-06,0.7066666666666667,0.21089202538132668,10,100,50,750,75,75,3750,29,52505
mdpmix_original_clust_th5e-06,0.718,7.9246825855225325,10,100,50,750,75,75,3750,29,52505
mdpmix_original_em_th5e-06,0.6453333333333333,0.1991128120571375,10,100,50,750,75,75,3750,29,52505
mdpmix_original_clust_th1e-05,0.646,7.127406666055322,10,100,50,750,75,75,3750,29,52505
mdpmix_original_em_th1e-05,0.5186666666666666,0.16259654611349106,10,100,50,750,75,75,3750,29,52505
ours_stage1,0.2626666666666667,292.80546263605356,10,100,60,750,75,75,4500,0,62566
ours_stage1plus2_em10,0.252,0.9981320481747389,10,100,60,750,75,75,4500,0,62566
mdpmix_original_clust_th1e-06,0.8240000000000001,10.755569614470005,10,100,60,750,75,75,4500,0,62566
mdpmix_original_em_th1e-06,0.528,0.4579400606453419,10,100,60,750,75,75,4500,0,62566
mdpmix_original_clust_th5e-06,0.692,7.902367493137717,10,100,60,750,75,75,4500,0,62566
mdpmix_original_em_th5e-06,0.5053333333333334,0.3488060925155878,10,100,60,750,75,75,4500,0,62566
mdpmix_original_clust_th1e-05,0.598,9.086522715166211,10,100,60,750,75,75,4500,0,62566
mdpmix_original_em_th1e-05,0.516,0.30453257262706757,10,100,60,750,75,75,4500,0,62566
ours_stage1,0.17866666666666664,160.48073300160468,10,100,60,750,75,75,4500,1,62567
ours_stage1plus2_em10,0.16666666666666663,2.005208535119891,10,100,60,750,75,75,4500,1,62567
mdpmix_original_clust_th1e-06,0.742,8.888330345973372,10,100,60,750,75,75,4500,1,62567
mdpmix_original_em_th1e-06,0.44399999999999995,0.22881806455552578,10,100,60,750,75,75,4500,1,62567
mdpmix_original_clust_th5e-06,0.762,6.712866632267833,10,100,60,750,75,75,4500,1,62567
mdpmix_original_em_th5e-06,0.616,0.19797559455037117,10,100,60,750,75,75,4500,1,62567
mdpmix_original_clust_th1e-05,0.6699999999999999,7.50364744849503,10,100,60,750,75,75,4500,1,62567
mdpmix_original_em_th1e-05,0.42933333333333334,0.1691991686820984,10,100,60,750,75,75,4500,1,62567
ours_stage1,0.17466666666666664,298.8646361734718,10,100,60,750,75,75,4500,2,62568
ours_stage1plus2_em10,0.17333333333333334,4.455304162576795,10,100,60,750,75,75,4500,2,62568
mdpmix_original_clust_th1e-06,0.8140000000000001,12.262184644117951,10,100,60,750,75,75,4500,2,62568
mdpmix_original_em_th1e-06,0.5133333333333333,2.0851530097424984,10,100,60,750,75,75,4500,2,62568
mdpmix_original_clust_th5e-06,0.6699999999999999,11.340630738064647,10,100,60,750,75,75,4500,2,62568
mdpmix_original_em_th5e-06,0.536,0.1558076124638319,10,100,60,750,75,75,4500,2,62568
mdpmix_original_clust_th1e-05,0.646,11.770216016098857,10,100,60,750,75,75,4500,2,62568
mdpmix_original_em_th1e-05,0.54,0.23879719153046608,10,100,60,750,75,75,4500,2,62568
ours_stage1,0.09733333333333338,310.9949978943914,10,100,60,750,75,75,4500,3,62569
ours_stage1plus2_em10,0.08266666666666667,1.1009842809289694,10,100,60,750,75,75,4500,3,62569
mdpmix_original_clust_th1e-06,0.832,13.478383719921112,10,100,60,750,75,75,4500,3,62569
mdpmix_original_em_th1e-06,0.6679999999999999,0.25742158852517605,10,100,60,750,75,75,4500,3,62569
mdpmix_original_clust_th5e-06,0.738,13.399549530819058,10,100,60,750,75,75,4500,3,62569
mdpmix_original_em_th5e-06,0.6013333333333333,0.515029164031148,10,100,60,750,75,75,4500,3,62569
mdpmix_original_clust_th1e-05,0.628,9.082988386973739,10,100,60,750,75,75,4500,3,62569
mdpmix_original_em_th1e-05,0.42400000000000004,0.2692825421690941,10,100,60,750,75,75,4500,3,62569
ours_stage1,0.16533333333333333,175.09890481457114,10,100,60,750,75,75,4500,4,62570
ours_stage1plus2_em10,0.15866666666666662,4.279092056676745,10,100,60,750,75,75,4500,4,62570
mdpmix_original_clust_th1e-06,0.766,11.444254076108336,10,100,60,750,75,75,4500,4,62570
mdpmix_original_em_th1e-06,0.544,0.3850365784019232,10,100,60,750,75,75,4500,4,62570
mdpmix_original_clust_th5e-06,0.704,8.429630283266306,10,100,60,750,75,75,4500,4,62570
mdpmix_original_em_th5e-06,0.4986666666666667,0.17762917652726173,10,100,60,750,75,75,4500,4,62570
mdpmix_original_clust_th1e-05,0.616,7.158654145896435,10,100,60,750,75,75,4500,4,62570
mdpmix_original_em_th1e-05,0.42533333333333334,0.2100189719349146,10,100,60,750,75,75,4500,4,62570
ours_stage1,0.17600000000000005,322.5744051299989,10,100,60,750,75,75,4500,5,62571
ours_stage1plus2_em10,0.17466666666666664,3.808900350704789,10,100,60,750,75,75,4500,5,62571
mdpmix_original_clust_th1e-06,0.776,13.223780732601881,10,100,60,750,75,75,4500,5,62571
mdpmix_original_em_th1e-06,0.43466666666666665,1.863004308193922,10,100,60,750,75,75,4500,5,62571
mdpmix_original_clust_th5e-06,0.688,11.963057074695826,10,100,60,750,75,75,4500,5,62571
mdpmix_original_em_th5e-06,0.5333333333333333,0.2570529580116272,10,100,60,750,75,75,4500,5,62571
mdpmix_original_clust_th1e-05,0.6659999999999999,10.026096837595105,10,100,60,750,75,75,4500,5,62571
mdpmix_original_em_th1e-05,0.4826666666666667,0.1156127043068409,10,100,60,750,75,75,4500,5,62571
ours_stage1,0.17600000000000005,193.12865698710084,10,100,60,750,75,75,4500,6,62572
ours_stage1plus2_em10,0.17466666666666664,3.0830773040652275,10,100,60,750,75,75,4500,6,62572
mdpmix_original_clust_th1e-06,0.792,9.942303739488125,10,100,60,750,75,75,4500,6,62572
mdpmix_original_em_th1e-06,0.3693333333333333,0.44586835615336895,10,100,60,750,75,75,4500,6,62572
mdpmix_original_clust_th5e-06,0.8180000000000001,6.983229331672192,10,100,60,750,75,75,4500,6,62572
mdpmix_original_em_th5e-06,0.6759999999999999,0.22357626259326935,10,100,60,750,75,75,4500,6,62572
mdpmix_original_clust_th1e-05,0.624,7.1926417872309685,10,100,60,750,75,75,4500,6,62572
mdpmix_original_em_th1e-05,0.5066666666666666,0.48968203738331795,10,100,60,750,75,75,4500,6,62572
ours_stage1,0.17466666666666664,297.80800026655197,10,100,60,750,75,75,4500,7,62573
ours_stage1plus2_em10,0.17333333333333334,3.2473017554730177,10,100,60,750,75,75,4500,7,62573
mdpmix_original_clust_th1e-06,0.806,15.232635419815779,10,100,60,750,75,75,4500,7,62573
mdpmix_original_em_th1e-06,0.6266666666666667,0.37851662188768387,10,100,60,750,75,75,4500,7,62573
mdpmix_original_clust_th5e-06,0.71,12.607884397730231,10,100,60,750,75,75,4500,7,62573
mdpmix_original_em_th5e-06,0.5546666666666666,0.29327428713440895,10,100,60,750,75,75,4500,7,62573
mdpmix_original_clust_th1e-05,0.722,13.085680784657598,10,100,60,750,75,75,4500,7,62573
mdpmix_original_em_th1e-05,0.5386666666666666,1.864857017993927,10,100,60,750,75,75,4500,7,62573
ours_stage1,0.2853333333333333,190.57872564531863,10,100,60,750,75,75,4500,8,62574
ours_stage1plus2_em10,0.28400000000000003,3.0514386352151632,10,100,60,750,75,75,4500,8,62574
mdpmix_original_clust_th1e-06,0.8220000000000001,7.204580260440707,10,100,60,750,75,75,4500,8,62574
mdpmix_original_em_th1e-06,0.5666666666666667,0.24068576656281948,10,100,60,750,75,75,4500,8,62574
mdpmix_original_clust_th5e-06,0.654,4.318073891103268,10,100,60,750,75,75,4500,8,62574
mdpmix_original_em_th5e-06,0.4066666666666666,0.13849040679633617,10,100,60,750,75,75,4500,8,62574
mdpmix_original_clust_th1e-05,0.6,5.917653361335397,10,100,60,750,75,75,4500,8,62574
mdpmix_original_em_th1e-05,0.42533333333333334,0.222007617354393,10,100,60,750,75,75,4500,8,62574
ours_stage1,0.18000000000000005,152.3123355526477,10,100,60,750,75,75,4500,9,62575
ours_stage1plus2_em10,0.17200000000000004,3.411140127107501,10,100,60,750,75,75,4500,9,62575
mdpmix_original_clust_th1e-06,0.836,10.872135575860739,10,100,60,750,75,75,4500,9,62575
mdpmix_original_em_th1e-06,0.40800000000000003,0.6781549323350191,10,100,60,750,75,75,4500,9,62575
mdpmix_original_clust_th5e-06,0.85,7.638727825134993,10,100,60,750,75,75,4500,9,62575
mdpmix_original_em_th5e-06,0.7533333333333333,0.35221635177731514,10,100,60,750,75,75,4500,9,62575
mdpmix_original_clust_th1e-05,0.754,7.532234989106655,10,100,60,750,75,75,4500,9,62575
mdpmix_original_em_th1e-05,0.7,0.345602672547102,10,100,60,750,75,75,4500,9,62575
ours_stage1,0.272,296.67226634547114,10,100,60,750,75,75,4500,10,62576
ours_stage1plus2_em10,0.2626666666666667,7.243288427591324,10,100,60,750,75,75,4500,10,62576
mdpmix_original_clust_th1e-06,0.762,20.104039505124092,10,100,60,750,75,75,4500,10,62576
mdpmix_original_em_th1e-06,0.524,0.48872064240276814,10,100,60,750,75,75,4500,10,62576
mdpmix_original_clust_th5e-06,0.604,8.207059431821108,10,100,60,750,75,75,4500,10,62576
mdpmix_original_em_th5e-06,0.44133333333333336,0.22192205674946308,10,100,60,750,75,75,4500,10,62576
mdpmix_original_clust_th1e-05,0.624,8.518119219690561,10,100,60,750,75,75,4500,10,62576
mdpmix_original_em_th1e-05,0.43733333333333335,0.2990279123187065,10,100,60,750,75,75,4500,10,62576
ours_stage1,0.06933333333333336,180.40544961206615,10,100,60,750,75,75,4500,11,62577
ours_stage1plus2_em10,0.05466666666666664,1.2309369184076786,10,100,60,750,75,75,4500,11,62577
mdpmix_original_clust_th1e-06,0.754,11.965944724157453,10,100,60,750,75,75,4500,11,62577
mdpmix_original_em_th1e-06,0.42133333333333334,0.36620681174099445,10,100,60,750,75,75,4500,11,62577
mdpmix_original_clust_th5e-06,0.6639999999999999,8.769564125686884,10,100,60,750,75,75,4500,11,62577
mdpmix_original_em_th5e-06,0.524,0.34601317532360554,10,100,60,750,75,75,4500,11,62577
mdpmix_original_clust_th1e-05,0.704,7.5172691233456135,10,100,60,750,75,75,4500,11,62577
mdpmix_original_em_th1e-05,0.56,0.35255177319049835,10,100,60,750,75,75,4500,11,62577
ours_stage1,0.18933333333333335,180.27854389697313,10,100,60,750,75,75,4500,12,62578
ours_stage1plus2_em10,0.17066666666666663,1.9673425126820803,10,100,60,750,75,75,4500,12,62578
mdpmix_original_clust_th1e-06,0.754,18.378147704526782,10,100,60,750,75,75,4500,12,62578
mdpmix_original_em_th1e-06,0.5133333333333333,0.4927895627915859,10,100,60,750,75,75,4500,12,62578
mdpmix_original_clust_th5e-06,0.718,6.841860258951783,10,100,60,750,75,75,4500,12,62578
mdpmix_original_em_th5e-06,0.5053333333333334,0.3277677446603775,10,100,60,750,75,75,4500,12,62578
mdpmix_original_clust_th1e-05,0.708,6.856445601209998,10,100,60,750,75,75,4500,12,62578
mdpmix_original_em_th1e-05,0.5653333333333334,0.25292589515447617,10,100,60,750,75,75,4500,12,62578
ours_stage1,0.20933333333333337,179.34409083239734,10,100,60,750,75,75,4500,13,62579
ours_stage1plus2_em10,0.19599999999999995,2.681041069328785,10,100,60,750,75,75,4500,13,62579
mdpmix_original_clust_th1e-06,0.786,9.362969510257244,10,100,60,750,75,75,4500,13,62579
mdpmix_original_em_th1e-06,0.536,0.24436263740062714,10,100,60,750,75,75,4500,13,62579
mdpmix_original_clust_th5e-06,0.752,7.818209236487746,10,100,60,750,75,75,4500,13,62579
mdpmix_original_em_th5e-06,0.628,0.3481658212840557,10,100,60,750,75,75,4500,13,62579
mdpmix_original_clust_th1e-05,0.7,8.288546921685338,10,100,60,750,75,75,4500,13,62579
mdpmix_original_em_th1e-05,0.6453333333333333,0.28749595396220684,10,100,60,750,75,75,4500,13,62579
ours_stage1,0.2666666666666667,178.15828788280487,10,100,60,750,75,75,4500,14,62580
ours_stage1plus2_em10,0.268,12.177405437454581,10,100,60,750,75,75,4500,14,62580
mdpmix_original_clust_th1e-06,0.8180000000000001,13.356977593153715,10,100,60,750,75,75,4500,14,62580
mdpmix_original_em_th1e-06,0.5226666666666666,0.5257171653211117,10,100,60,750,75,75,4500,14,62580
mdpmix_original_clust_th5e-06,0.74,9.479041708633304,10,100,60,750,75,75,4500,14,62580
mdpmix_original_em_th5e-06,0.5800000000000001,0.35225789062678814,10,100,60,750,75,75,4500,14,62580
mdpmix_original_clust_th1e-05,0.626,10.338938195258379,10,100,60,750,75,75,4500,14,62580
mdpmix_original_em_th1e-05,0.46266666666666667,0.2609751373529434,10,100,60,750,75,75,4500,14,62580
ours_stage1,0.20133333333333336,203.90582865849137,10,100,60,750,75,75,4500,15,62581
ours_stage1plus2_em10,0.18666666666666665,5.191932141780853,10,100,60,750,75,75,4500,15,62581
mdpmix_original_clust_th1e-06,0.81,10.7123011238873,10,100,60,750,75,75,4500,15,62581
mdpmix_original_em_th1e-06,0.43600000000000005,0.9232323635369539,10,100,60,750,75,75,4500,15,62581
mdpmix_original_clust_th5e-06,0.79,13.430387515574694,10,100,60,750,75,75,4500,15,62581
mdpmix_original_em_th5e-06,0.6586666666666667,0.2950107418000698,10,100,60,750,75,75,4500,15,62581
mdpmix_original_clust_th1e-05,0.756,10.068423682823777,10,100,60,750,75,75,4500,15,62581
mdpmix_original_em_th1e-05,0.62,0.3341552298516035,10,100,60,750,75,75,4500,15,62581
ours_stage1,0.16533333333333333,330.84426483511925,10,100,60,750,75,75,4500,16,62582
ours_stage1plus2_em10,0.15333333333333332,2.7340895868837833,10,100,60,750,75,75,4500,16,62582
mdpmix_original_clust_th1e-06,0.784,12.271412568166852,10,100,60,750,75,75,4500,16,62582
mdpmix_original_em_th1e-06,0.45066666666666666,0.5449382811784744,10,100,60,750,75,75,4500,16,62582
mdpmix_original_clust_th5e-06,0.762,13.586448082700372,10,100,60,750,75,75,4500,16,62582
mdpmix_original_em_th5e-06,0.5533333333333333,0.3266621120274067,10,100,60,750,75,75,4500,16,62582
mdpmix_original_clust_th1e-05,0.762,5.498006859794259,10,100,60,750,75,75,4500,16,62582
mdpmix_original_em_th1e-05,0.596,0.13831222988665104,10,100,60,750,75,75,4500,16,62582
ours_stage1,0.2666666666666667,317.33386220782995,10,100,60,750,75,75,4500,17,62583
ours_stage1plus2_em10,0.268,3.0290922168642282,10,100,60,750,75,75,4500,17,62583
mdpmix_original_clust_th1e-06,0.8200000000000001,15.015908371657133,10,100,60,750,75,75,4500,17,62583
mdpmix_original_em_th1e-06,0.5586666666666666,0.21005053631961346,10,100,60,750,75,75,4500,17,62583
mdpmix_original_clust_th5e-06,0.648,10.691399348899722,10,100,60,750,75,75,4500,17,62583
mdpmix_original_em_th5e-06,0.404,0.21872888132929802,10,100,60,750,75,75,4500,17,62583
mdpmix_original_clust_th1e-05,0.6719999999999999,11.17498822696507,10,100,60,750,75,75,4500,17,62583
mdpmix_original_em_th1e-05,0.5133333333333333,0.31369626335799694,10,100,60,750,75,75,4500,17,62583
ours_stage1,0.2826666666666666,312.47331219911575,10,100,60,750,75,75,4500,18,62584
ours_stage1plus2_em10,0.28400000000000003,3.039630476385355,10,100,60,750,75,75,4500,18,62584
mdpmix_original_clust_th1e-06,0.852,11.149724530056119,10,100,60,750,75,75,4500,18,62584
mdpmix_original_em_th1e-06,0.696,0.23967721685767174,10,100,60,750,75,75,4500,18,62584
mdpmix_original_clust_th5e-06,0.6619999999999999,10.280507573857903,10,100,60,750,75,75,4500,18,62584
mdpmix_original_em_th5e-06,0.43999999999999995,0.6266006864607334,10,100,60,750,75,75,4500,18,62584
mdpmix_original_clust_th1e-05,0.636,12.14404308795929,10,100,60,750,75,75,4500,18,62584
mdpmix_original_em_th1e-05,0.43466666666666665,0.1946585364639759,10,100,60,750,75,75,4500,18,62584
ours_stage1,0.2466666666666667,165.59934864006937,10,100,60,750,75,75,4500,19,62585
ours_stage1plus2_em10,0.2453333333333333,1.1804896388202906,10,100,60,750,75,75,4500,19,62585
mdpmix_original_clust_th1e-06,0.746,9.533234534785151,10,100,60,750,75,75,4500,19,62585
mdpmix_original_em_th1e-06,0.496,0.37158719450235367,10,100,60,750,75,75,4500,19,62585
mdpmix_original_clust_th5e-06,0.69,7.319615380838513,10,100,60,750,75,75,4500,19,62585
mdpmix_original_em_th5e-06,0.5720000000000001,0.30627252347767353,10,100,60,750,75,75,4500,19,62585
mdpmix_original_clust_th1e-05,0.6679999999999999,9.81665345467627,10,100,60,750,75,75,4500,19,62585
mdpmix_original_em_th1e-05,0.4933333333333333,0.28904183581471443,10,100,60,750,75,75,4500,19,62585
ours_stage1,0.17466666666666664,171.94807449169457,10,100,60,750,75,75,4500,20,62586
ours_stage1plus2_em10,0.16800000000000004,2.378704199567437,10,100,60,750,75,75,4500,20,62586
mdpmix_original_clust_th1e-06,0.85,10.073917156085372,10,100,60,750,75,75,4500,20,62586
mdpmix_original_em_th1e-06,0.7586666666666666,0.2873253598809242,10,100,60,750,75,75,4500,20,62586
mdpmix_original_clust_th5e-06,0.716,5.830361412838101,10,100,60,750,75,75,4500,20,62586
mdpmix_original_em_th5e-06,0.5973333333333333,0.5536874048411846,10,100,60,750,75,75,4500,20,62586
mdpmix_original_clust_th1e-05,0.712,10.353718729689717,10,100,60,750,75,75,4500,20,62586
mdpmix_original_em_th1e-05,0.5226666666666666,0.37385131418704987,10,100,60,750,75,75,4500,20,62586
ours_stage1,0.20933333333333337,350.4977273903787,10,100,60,750,75,75,4500,21,62587
ours_stage1plus2_em10,0.18133333333333335,7.5210827980190516,10,100,60,750,75,75,4500,21,62587
mdpmix_original_clust_th1e-06,0.768,11.299187235534191,10,100,60,750,75,75,4500,21,62587
mdpmix_original_em_th1e-06,0.5933333333333333,0.4478766992688179,10,100,60,750,75,75,4500,21,62587
mdpmix_original_clust_th5e-06,0.762,10.679000804200768,10,100,60,750,75,75,4500,21,62587
mdpmix_original_em_th5e-06,0.6146666666666667,0.25705163925886154,10,100,60,750,75,75,4500,21,62587
mdpmix_original_clust_th1e-05,0.718,11.114909695461392,10,100,60,750,75,75,4500,21,62587
mdpmix_original_em_th1e-05,0.6106666666666667,0.25631927140057087,10,100,60,750,75,75,4500,21,62587
ours_stage1,0.16933333333333334,322.70312659442425,10,100,60,750,75,75,4500,22,62588
ours_stage1plus2_em10,0.16266666666666663,3.824589753523469,10,100,60,750,75,75,4500,22,62588
mdpmix_original_clust_th1e-06,0.802,9.37910101749003,10,100,60,750,75,75,4500,22,62588
mdpmix_original_em_th1e-06,0.52,0.14288312010467052,10,100,60,750,75,75,4500,22,62588
mdpmix_original_clust_th5e-06,0.782,3.882584860548377,10,100,60,750,75,75,4500,22,62588
mdpmix_original_em_th5e-06,0.536,0.10987584851682186,10,100,60,750,75,75,4500,22,62588
mdpmix_original_clust_th1e-05,0.716,2.970285415649414,10,100,60,750,75,75,4500,22,62588
mdpmix_original_em_th1e-05,0.52,0.10040365718305111,10,100,60,750,75,75,4500,22,62588
ours_stage1,0.18000000000000005,319.7532116435468,10,100,60,750,75,75,4500,23,62589
ours_stage1plus2_em10,0.17600000000000005,3.2975247241556644,10,100,60,750,75,75,4500,23,62589
mdpmix_original_clust_th1e-06,0.8220000000000001,7.185611179098487,10,100,60,750,75,75,4500,23,62589
mdpmix_original_em_th1e-06,0.6586666666666667,0.20365341193974018,10,100,60,750,75,75,4500,23,62589
mdpmix_original_clust_th5e-06,0.708,5.081858580932021,10,100,60,750,75,75,4500,23,62589
mdpmix_original_em_th5e-06,0.5066666666666666,0.14854869432747364,10,100,60,750,75,75,4500,23,62589
mdpmix_original_clust_th1e-05,0.692,3.2451302278786898,10,100,60,750,75,75,4500,23,62589
mdpmix_original_em_th1e-05,0.6013333333333333,0.11675048060715199,10,100,60,750,75,75,4500,23,62589
ours_stage1,0.17733333333333334,288.27429674007,10,100,60,750,75,75,4500,24,62590
ours_stage1plus2_em10,0.16533333333333333,4.647807352244854,10,100,60,750,75,75,4500,24,62590
mdpmix_original_clust_th1e-06,0.8220000000000001,12.20395751670003,10,100,60,750,75,75,4500,24,62590
mdpmix_original_em_th1e-06,0.5293333333333333,0.34893527440726757,10,100,60,750,75,75,4500,24,62590
mdpmix_original_clust_th5e-06,0.638,8.498925128951669,10,100,60,750,75,75,4500,24,62590
mdpmix_original_em_th5e-06,0.536,0.339423980563879,10,100,60,750,75,75,4500,24,62590
mdpmix_original_clust_th1e-05,0.656,8.359982276335359,10,100,60,750,75,75,4500,24,62590
mdpmix_original_em_th1e-05,0.5760000000000001,0.22298260405659676,10,100,60,750,75,75,4500,24,62590
ours_stage1,0.24,323.03818983770907,10,100,60,750,75,75,4500,25,62591
ours_stage1plus2_em10,0.23199999999999998,2.6248159054666758,10,100,60,750,75,75,4500,25,62591
mdpmix_original_clust_th1e-06,0.722,15.388273026794195,10,100,60,750,75,75,4500,25,62591
mdpmix_original_em_th1e-06,0.4026666666666666,0.3180255386978388,10,100,60,750,75,75,4500,25,62591
mdpmix_original_clust_th5e-06,0.704,10.709108581766486,10,100,60,750,75,75,4500,25,62591
mdpmix_original_em_th5e-06,0.5666666666666667,0.15270020626485348,10,100,60,750,75,75,4500,25,62591
mdpmix_original_clust_th1e-05,0.65,9.494627894833684,10,100,60,750,75,75,4500,25,62591
mdpmix_original_em_th1e-05,0.5586666666666666,0.16495548747479916,10,100,60,750,75,75,4500,25,62591
ours_stage1,0.248,326.4147705845535,10,100,60,750,75,75,4500,26,62592
ours_stage1plus2_em10,0.2413333333333333,1.174371287226677,10,100,60,750,75,75,4500,26,62592
mdpmix_original_clust_th1e-06,0.778,11.729631198570132,10,100,60,750,75,75,4500,26,62592
mdpmix_original_em_th1e-06,0.6333333333333333,0.3556940797716379,10,100,60,750,75,75,4500,26,62592
mdpmix_original_clust_th5e-06,0.76,7.028519386425614,10,100,60,750,75,75,4500,26,62592
mdpmix_original_em_th5e-06,0.644,0.2745965886861086,10,100,60,750,75,75,4500,26,62592
mdpmix_original_clust_th1e-05,0.644,7.3367686700075865,10,100,60,750,75,75,4500,26,62592
mdpmix_original_em_th1e-05,0.5666666666666667,0.21347812935709953,10,100,60,750,75,75,4500,26,62592
ours_stage1,0.16133333333333333,287.1199898123741,10,100,60,750,75,75,4500,27,62593
ours_stage1plus2_em10,0.14933333333333332,2.2357100155204535,10,100,60,750,75,75,4500,27,62593
mdpmix_original_clust_th1e-06,0.79,10.563218045979738,10,100,60,750,75,75,4500,27,62593
mdpmix_original_em_th1e-06,0.5453333333333333,0.5409213546663523,10,100,60,750,75,75,4500,27,62593
mdpmix_original_clust_th5e-06,0.75,7.071035865694284,10,100,60,750,75,75,4500,27,62593
mdpmix_original_em_th5e-06,0.5853333333333333,0.25963819585740566,10,100,60,750,75,75,4500,27,62593
mdpmix_original_clust_th1e-05,0.65,8.512017887085676,10,100,60,750,75,75,4500,27,62593
mdpmix_original_em_th1e-05,0.5133333333333333,0.1735758800059557,10,100,60,750,75,75,4500,27,62593
ours_stage1,0.17466666666666664,295.31856155768037,10,100,60,750,75,75,4500,28,62594
ours_stage1plus2_em10,0.17333333333333334,2.4068255182355642,10,100,60,750,75,75,4500,28,62594
mdpmix_original_clust_th1e-06,0.8200000000000001,10.596101231873035,10,100,60,750,75,75,4500,28,62594
mdpmix_original_em_th1e-06,0.42133333333333334,0.3885114211589098,10,100,60,750,75,75,4500,28,62594
mdpmix_original_clust_th5e-06,0.812,9.142657136544585,10,100,60,750,75,75,4500,28,62594
mdpmix_original_em_th5e-06,0.6706666666666667,0.20134430937469006,10,100,60,750,75,75,4500,28,62594
mdpmix_original_clust_th1e-05,0.71,6.921036014333367,10,100,60,750,75,75,4500,28,62594
mdpmix_original_em_th1e-05,0.528,0.23600043542683125,10,100,60,750,75,75,4500,28,62594
ours_stage1,0.2733333333333333,331.48139758221805,10,100,60,750,75,75,4500,29,62595
ours_stage1plus2_em10,0.2733333333333333,1.0013150852173567,10,100,60,750,75,75,4500,29,62595
mdpmix_original_clust_th1e-06,0.838,12.47371775843203,10,100,60,750,75,75,4500,29,62595
mdpmix_original_em_th1e-06,0.5373333333333333,0.27197504974901676,10,100,60,750,75,75,4500,29,62595
mdpmix_original_clust_th5e-06,0.784,3.9102544989436865,10,100,60,750,75,75,4500,29,62595
mdpmix_original_em_th5e-06,0.7373333333333334,0.12759587354958057,10,100,60,750,75,75,4500,29,62595
mdpmix_original_clust_th1e-05,0.6759999999999999,3.174049211665988,10,100,60,750,75,75,4500,29,62595
mdpmix_original_em_th1e-05,0.5586666666666666,0.1001581996679306,10,100,60,750,75,75,4500,29,62595
ours_stage1,0.2533333333333333,330.74400397762656,10,100,70,750,75,75,5250,0,72656
ours_stage1plus2_em10,0.244,1.0855874959379435,10,100,70,750,75,75,5250,0,72656
mdpmix_original_clust_th1e-06,0.832,11.12067200243473,10,100,70,750,75,75,5250,0,72656
mdpmix_original_em_th1e-06,0.496,0.3533302769064903,10,100,70,750,75,75,5250,0,72656
mdpmix_original_clust_th5e-06,0.746,13.690232489258051,10,100,70,750,75,75,5250,0,72656
mdpmix_original_em_th5e-06,0.5053333333333334,0.3178979642689228,10,100,70,750,75,75,5250,0,72656
mdpmix_original_clust_th1e-05,0.6819999999999999,8.499263180419803,10,100,70,750,75,75,5250,0,72656
mdpmix_original_em_th1e-05,0.43200000000000005,0.2379503920674324,10,100,70,750,75,75,5250,0,72656
