T,H,algo,mean,lo,hi
300,50,em2,0.0008888888888888872,0.00022222222222221996,0.0017777777777777744
300,50,em3,0.0008888888888888872,0.00022222222222221996,0.001777777777777778
300,50,em4,0.0008888888888888872,0.00022222222222221996,0.001777777777777778
300,50,em5,0.0008888888888888872,0.00022222222222221996,0.001777777777777778
300,50,em6,0.0008888888888888872,0.00022222222222221996,0.0017805555555555224
300,50,em7,0.0008888888888888872,0.00022222222222221996,0.001777777777777778
300,50,em8,0.0008888888888888872,0.00022222222222221996,0.0017777777777777818
300,50,em9,0.0008888888888888872,0.00022222222222221996,0.0017777777777777818
300,50,oracle,0.0006666666666666636,0.00011111111111110998,0.0012222222222222246
300,50,stage1,0.003666666666666666,0.002444444444444442,0.004888888888888895
400,10,em1,0.40766666666666673,0.3814145833333333,0.43250208333333334
400,10,em10,0.36141666666666666,0.32808333333333334,0.3940854166666667
400,10,em2,0.3898333333333334,0.3622479166666665,0.41750000000000004
400,10,em3,0.3781666666666667,0.3495833333333333,0.4070833333333333
400,10,em4,0.3720833333333333,0.3422479166666666,0.40208541666666664
400,10,em5,0.3681666666666666,0.33666666666666667,0.3983333333333333
400,10,em6,0.3650833333333333,0.3339145833333334,0.3960020833333333
400,10,em7,0.36325,0.33158333333333334,0.39541875
400,10,em8,0.36233333333333334,0.33199375000000003,0.3945041666666666
400,10,em9,0.3615833333333333,0.32941250000000005,0.3941729166666667
400,10,oracle,0.15333333333333332,0.14616666666666667,0.16091666666666662
400,10,stage1,0.4451666666666666,0.42358124999999996,0.46674999999999994
400,20,em1,0.052916666666666695,0.04975000000000002,0.056335416666666666
400,20,em10,0.044500000000000005,0.04141666666666667,0.04766666666666667
400,20,em2,0.04566666666666667,0.042583333333333334,0.04891666666666666
400,20,em3,0.04466666666666668,0.04166666666666667,0.04775
400,20,em4,0.044583333333333336,0.0415,0.04766666666666668
400,20,em5,0.044500000000000005,0.04158333333333335,0.04766666666666667
400,20,em6,0.044500000000000005,0.041416666666666685,0.047583333333333346
400,20,em7,0.044500000000000005,0.041499999999999995,0.04766666666666666
400,20,em8,0.044500000000000005,0.04141666666666667,0.04758333333333334
400,20,em9,0.044500000000000005,0.04141666666666667,0.04758333333333334
400,20,oracle,0.037833333333333344,0.03483333333333334,0.041000000000000016
400,20,stage1,0.10899999999999999,0.10299999999999998,0.11475
400,30,em1,0.01666666666666665,0.014166666666666645,0.019166666666666648
400,30,em10,0.014749999999999982,0.012581249999999974,0.01699999999999998
400,30,em2,0.015083333333333318,0.012833333333333318,0.01741666666666665
400,30,em3,0.01466666666666665,0.012499999999999978,0.01683333333333332
400,30,em4,0.014749999999999982,0.012583333333333306,0.016916666666666656
400,30,em5,0.014749999999999982,0.01258333333333331,0.016918749999999958
400,30,em6,0.014749999999999982,0.012499999999999975,0.016999999999999984
400,30,em7,0.014749999999999982,0.012499999999999978,0.01699999999999998
400,30,em8,0.014749999999999982,0.012499999999999978,0.01691666666666665
400,30,em9,0.014749999999999982,0.012499999999999982,0.01699999999999998
400,30,oracle,0.012916666666666647,0.011249999999999972,0.01466666666666665
400,30,stage1,0.04166666666666667,0.03800000000000001,0.045416666666666675
400,40,em1,0.0036666666666666475,0.002831249999999963,0.004583333333333317
400,40,em10,0.0033333333333333106,0.002499999999999969,0.0042499999999999795
400,40,em2,0.0033333333333333106,0.0024999999999999727,0.0042499999999999795
400,40,em3,0.0033333333333333106,0.002499999999999976,0.004249999999999984
400,40,em4,0.0033333333333333106,0.002499999999999976,0.004249999999999984
400,40,em5,0.0033333333333333106,0.0024999999999999727,0.004249999999999984
400,40,em6,0.0033333333333333106,0.002499999999999976,0.004249999999999984
400,40,em7,0.0033333333333333106,0.0024999999999999727,0.004249999999999984
400,40,em8,0.0033333333333333106,0.002499999999999976,0.004249999999999984
400,40,em9,0.0033333333333333106,0.002499999999999969,0.004249999999999984
400,40,oracle,0.0025833333333333116,0.0017499999999999775,0.0035833333333333086
400,40,stage1,0.012333333333333318,0.010333333333333321,0.014333333333333313
400,50,em1,0.0007499999999999878,0.0003333333333333262,0.0012499999999999807
400,50,em10,0.0007499999999999878,0.0003333333333333262,0.0012499999999999807
